Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
827,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21585,933941,# of children receiving appropriate services for identified social/emotional needs from other partners. (How Much),Submitted,135352,How Much,0.0,0.0,0,6.0
1023,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21798,935094,# & %  of participating 1st-3rd grade students attending 80%+ of program as scheduled (How Well) SSIC 1.1A,Submitted,135360,How Well,0.0,706.0,777,597.0
1024,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21802,935096,# & % of participating 1st grade students narrowing reading proficiency gap by the end of the school year (even if students are not reading at grade level) (Better Off) SSIC 1.1A,Submitted,135360,How Well,0.0,0.0,0,0.0
1025,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21794,935091,# & % of participating 1st-3rd grade students assessed as at risk of becoming off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135360,How Well,0.0,793.0,872,653.0
1026,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21792,935089,# & % of participating 1st-3rd grade students assessed as off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment)(How Much) SSIC 1.1A,Submitted,135360,How Well,0.0,0.0,0,0.0
1027,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21800,935095,# & % of participating 1st-3rd grade students completing program (How Well) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,597.0
1028,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21804,935097,# & % of participating 2nd grade students narrowing reading proficiency gap by the end of the school year (even if students are not reading at grade level) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,0.0
1029,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21812,935102,# & % of participating 2nd grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,228.0
1030,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21806,935098,# & % of participating 3rd grade students narrowing reading proficiency gap by the end of the school year (even if students are not reading at grade level) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,0.0
1031,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21818,935105,# & % of participating 3rd grade students passing 3rd grade STAAR reading assessment (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,163.0
1032,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21814,935103,# & % of participating 3rd grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,238.0
1033,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21796,935093,# & % of participating students with at least one adult (e.g. family member or mentor - NOT PROGRAM STAFF) with an active role supporting progress towards grade level reading proficiency (How Much) SSIC 1.1A,Submitted,135360,How Well,0.0,0.0,0,448.0
1034,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21786,935085,# & % of students enrolled in program who are in 1st grade (How Much) SSIC 1.1A,Submitted,135360,How Well,0.0,242.0,266,265.0
1035,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21788,935086,# & % of students enrolled in program who are in 2nd grade (How Much) SSIC 1.1A,Submitted,135360,How Well,0.0,242.0,266,238.0
1036,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21790,935087,# & % of students enrolled in program who are in 3rd grade (How Much) SSIC 1.1A,Submitted,135360,How Well,0.0,421.0,463,243.0
1037,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21808,935099,# & % total of participating 1st-3rd grade students narrowing reading proficiency gap by the end of the school year (even if students are not reading at grade level) (Better Off) SSIC 1.1A,Submitted,135360,How Well,0.0,0.0,0,0.0
1038,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21816,935104,# & % total of participating 1st-3rd grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,724.0
1039,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21810,935100,# & Percent of participating 1st grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135360,How Well,0.0,0.0,0,258.0
1040,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21791,935088,# total of 1st-3rd grade students enrolled in program (How Much) SSIC 1.1A,Submitted,135352,How Much,0.0,905.0,996,746.0
1041,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21811,935101,% of participating 1st grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,258.0
1042,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21795,935092,% of participating 1st-3rd grade students assessed as at risk of becoming off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135352,How Much,0.0,793.0,872,653.0
1043,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18532,Agency RR,73254,Agency RR Program 4,2531,Successful Students,12977,Strategy,11864,631965,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21793,935090,% of participating 1st-3rd grade students assessed as off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135352,How Much,0.0,0.0,0,0.0
